ID,Country_name,Hotel_name,Rating,Site_Name,Review
591,Italy,Monastero di Cortona Hotel & Spa,5,Tripadvisor,"Excellent hotel, the staff was lovely, the place is wonderful and the rooms are very good too (spacious, clean, and charming). We received many detailed attention during this week, we can't recommend this hotel enough"
592,Italy,Monastero di Cortona Hotel & Spa,5,Tripadvisor,"My stay at Monstero di Cortona was absolutely incredible from start to finish. The attentiveness of all staff from the front desk to the servers to the housekeeping is second to none and made the trip extra special. The space is absolutely stunning and I loved that the design of the rooms and common areas incorporated the history of the monastery with modern touches. The spa amenities are great - I enjoyed the indoor pool as well as a massage. The courtyard is so peaceful and I spent many afternoons outside enjoying the beautiful space. I didn't realize that breakfast is included in your stay until I arrived and was blown away by the selection and presentation of the pastries, eggs, fresh fruit & yogurt, coffee, juices etc. The only suggestion I could think would be to add some lounge chairs by the outdoor pool to relax when the weather is beautiful as the space only has cafe table seating. Thank you so much to the entire Monastero team for an unforgettable stay."
593,Italy,Monastero di Cortona Hotel & Spa,5,Tripadvisor,The staff is first class.  They made our stay just wonderful.   They seen my husband had his birthday while we were there and Anna and her team surprised him with a delicious birthday cake.  Lovely place.  Slept so well here.
594,Italy,Monastero di Cortona Hotel & Spa,5,Tripadvisor,"My husband and I spent 5 nights here and absolutely loved it. It’s historical, charming, and in a perfect location at the top of Cortona. From the housekeeping staff who keep the rooms immaculate and the wait staff in the restaurant/garden area who check on you frequently, we felt that no detail was left out. Chiara checked us in at the front desk and was exceptionally helpful as well. We highly recommend Monastero and would love to visit again one day. "
595,Italy,Monastero di Cortona Hotel & Spa,5,Tripadvisor,"Monastero di Cortona is a beautiful hotel. The effort to transform the monastery is apparent and the gorgeous setting is enhanced by impeccable staffing.  All levels of staff are warm, welcoming and devoted to ensuring that guests have a first rate experience. 

We particularly appreciated the special arrangements made by the hotel for us to play tennis at a club in Cortona and the yoga mats the hotel provided for stretching in our room.  

In addition, there are many things to see in Cortona and many great restaurants.  We especially liked our visit to the Etruscan museum, MACE.  
"
596,Italy,Monastero di Cortona Hotel & Spa,5,Tripadvisor,"Had a great stay here. Very friendly service and even great service. Bartender and wait staff were terrific! Lovely breakfasts, excellent dinner, amazing cocktails. Loved our room and everyone in the hotel was just attentive and sweet."
597,Italy,Monastero di Cortona Hotel & Spa,5,Tripadvisor,"The room, staff, food, spa, amenities were outstanding. Exceptional service from our arrival to our departure. We felt at home. The staff Gabriela, Iulia, Tazania, Ilario, Claudio, Eva, just to name a few, made our stay above and beyond our expectations. We would go back in a heart beat. "
598,Italy,Monastero di Cortona Hotel & Spa,5,Tripadvisor,This converted monastery is now fully functional as a high-end spa/hotel. The physical plant is magnificent. The level of service was unparalleled. The views were breathtaking and the staff could not have been more accommodating. We can’t wait to try their sister hotel in Sardinia.
599,Italy,Monastero di Cortona Hotel & Spa,5,Tripadvisor,"The property is definitely 5 star - service and food are quite good, and the location can't be beat.  The spa, while small, is sufficiently complete and professionally operated.  My only recommendation would be that the ""plunge pool"" be heated.  And while it is called a plunge pool, it would be nice to have some place to sit other than cafe tables while in bathing suits.  "
600,Italy,Monastero di Cortona Hotel & Spa,5,Tripadvisor,Our stay was absolute perfection. Hotel is beautiful and impeccable. Service was consistently friendly and professional. Breakfast was plentiful with an elegant presentation. I couldn’t have asked for a better stay. Absolutely no negatives. I hope to return again.
601,Italy,Monastero di Cortona Hotel & Spa,5,Tripadvisor,"Simply…the best. 
Staff…outstanding 
Atmosphere…outstanding
Food…outstanding 
Beds …outstanding 
Bathrooms …outstanding 
Pools…outstanding 
This was a magical place. 
Beautiful beautiful  beautiful experience "
602,Italy,Monastero di Cortona Hotel & Spa,5,Tripadvisor,"What a wonderful hotel! We stayed here as part of our 30th wedding anniversary celebration and it was certainly a very special experience. From the stunning views from our room (and bathroom!), to the peaceful gardens where we had breakfast and then drinks in the afternoon, sometimes with a refreshing dip in the pool, the hotel is certainly luxurious. More than that, the staff are very friendly and always happy to help.  I would definitely recommend a stay here and hope that I don’t have to wait another 30 years for a return visit. "
603,Italy,Monastero di Cortona Hotel & Spa,4,Tripadvisor,"We moved here from our previously booked hotel (Il Falconiere) which told us only 3 weeks before arrival (having booked 4 months previously) that there were 2 weddings scheduled during our 4 night stay so the restaurant would be closed and there would be much noise until at least midnight.  The Monastero is clearly a different experience as it is IN Cortona.  Many reviews focus on the drive into and out of the town - I confess to being a somewhat nervous driver and I certainly found it challenging but, once you know that it can be done and there is enough room to navigate the narrow streets, it gets easier.  On arrival in the square outside the town, I called reception and the wonderful Chiara came down the guide me on my first attempt and, thereafter, I had no problems.  I was driving a mid-size car (Toyota C-HR)...there were larger cars in the garage. 
Our room was the Junior Suite ""Gli Affreschi"" - a good size room with a memorable ceiling! The bathroom is not large but certainly big enough with a walk in shower.  
Service from everyone was always friendly and helpful.  The garden was nice to sit it for to try and catch some late afternoon sun but there are no loungers and the only chairs available are hard steel...not too comfortable for a long stay and the garden is mostly shaded mid to late afternoon.
Some niggles:  no tea/coffee facilities in the room; we would have preferred some water by the bed for turndown rather than a sweet/chocolate; no English language TV  (e.g. a news channel); breakfast is ok but not memorable.
Dinner in the hotel was excellent, nicely served and very well presented (although silver domes are a little dated).  I especially recall delicious venison and pasta with prawns.
We didn't use the spa but it looked very inviting and quite something to have this facility in a Tuscan hill town.  
Overall, highly recommended hotel with a few compromises due to its amazing location.  Just remember it's a town centre hotel, not a resort."
604,Italy,Monastero di Cortona Hotel & Spa,5,Tripadvisor,"What a lovely stay. The staff, accommodations, dining, location, Cortona are all 5-star or beyond. In Cortona and the surrounding Tuscany area are yours to explore, you will find a photo opportunity every time you turn your head. I cannot say enough about how terrific the Monastero di Cortona's entire staff is. Just a wonderful time. Don't miss the fare at Michelin Star rated il Falconiere restaurant, a short trip down the hill. "
605,Italy,Monastero di Cortona Hotel & Spa,5,Tripadvisor,"Every thing is great in the Monastero, the building, its architecture and paintings, the amazing views over Cortona and Tuscanny's landscape. But above all, the peoplo that attends you is superb: Luciano, Chiara, Iulia, Giusy and the team of the bar are wonderful great people"
606,Italy,Monastero di Cortona Hotel & Spa,5,Tripadvisor,"My family stayed at Monastero from 9/1-9/4. We were originally booked at another property but I felt Monastero was a better fit for us being in city centre. I knew immediately upon arrival I made the right choice! We received an extremely warm welcome from Carolina. The reception area is beautiful. A nice cold towel and a welcome drink. We enjoyed a cocktail outside on their beautiful patio while waiting for our rooms to be ready. The rooms and bathrooms are spacious and well appointed. We did not have to ask for anything to be brought to the room, housekeeping always refreshed the items twice daily. We used the minibar and it was always restocked. Due to the location, after unpacking, we were able to head right out the door to explore Cortona and gave lunch. Now there is a hill you must walk up on your return. My parents are older but they were fine. 
Prior to arrival Carolina and Iulia had taken care of all of our tours, dinner and lunch reservations. They are amazing women! One last minute request was handled late in the evening on their end. We were so impressed with them. We never had to worry about finding  a place to eat. Cortona was very busy and all restaurants were busy. We were spoiled at this hotel as we never received this service or welcome again at any property on our two week vacation to date in Florence of Rome. This means a lot. 
We enjoyed cocktails on their terrace each evening with Claudio and watched the  beautiful sunsets. The breakfast was also very nice and the best one we have had as well, a nice spread. 
Do not hesitate to book this property!"
607,Italy,Monastero di Cortona Hotel & Spa,5,Tripadvisor,"This is a beautiful hotel that was used as a monastery until the mid 90’s. Everything about this hotel is first class. The room we had a very large double deluxe room, with a beautiful vaulted ceiling, great bedding, great view (although our window was small). The entire staff from the front desk to housekeeping was very professional and helpful. The spa is so nice, the breakfast food and service was 5 star plus! The drone footage sent to us before our arrival was super helpful for driving into town and finding the parking. We would highly recommend this hotel and would love to return!
The only negative is the steep walk from the restaurants in town back to the hotel, but it’s not a far distance. We had a welcome fruit basket on our arrival, turn down service each evening and a farewell gift the night before our departure. "
608,Italy,Monastero di Cortona Hotel & Spa,5,Tripadvisor,"Was so looking forward to our two night stay at the Monastero during our 5 day Tuscany holiday and it did not disappoint!

The hotel is in an amazing location, inside the walls of Cortona, a v short walk to all the lovely restaurants and shops. Cortona is a vibrant little town with a lived in feel - a good mix of locals and tourists with a real buzz in the central square each evening. 

As we had a hire car we decided to book parking in the hotel garage (€25 per night). Now driving through the v narrow streets to get to the hotel is NOT for the faint hearted. However the hotel give excellent instructions and have a YouTube video on their website so you know exactly what you are getting yourself in to. Unfortunately we missed the first left turn and ended up in the town square!!! We eventually found our way to the hotel and on arrival any stress from the drive was quickly forgotten after the v warm welcome from Iulia. Such a lovely introduction to this beautiful hotel. 

The hotel is stunning, thoughtfully decorated and restored. Our room on the second floor was spacious and comfortable with beautiful views over miles of Tuscan countryside. Breakfast is exceptional, served at your table and cooked to order. As the weather was warm breakfast was served outside in the courtyard.

The only (exceptionally) minor point is there is no outdoor space to lounge for an hour in the afternoon. The courtyard seating is more for eating than lounging.

Would highly recommend staying at the Monastero if planning a trip to Cortona."
609,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Don’t know where to start…we have just returned from the most amazing 5 day break at the Monastero. From the second we walked in until moment we left we were met with most friendly, genuine, attentive staff at all levels. The building is …"
610,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Outstanding!  Beautiful property and amazing service. The staff there are very kind and courteous.
The spa area is beautiful. Very relaxing. …"
611,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Beautiful luxury 5 star accommodation in the heart of cortona.
The food was outstanding, and the staff are professional and will meet your needs for food, drinks, spa or comfort. …"
612,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Montasero di Cortona is perhaps the most charming hotel we've ever stayed at. It's stunningly beautiful and the staff is so warm, friendly and courteous. When we arrived, we were greeted by name and given hand towels and a cold drink -- …"
613,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,We had the pleasure of being guests in this beautiful house for almost a week. We were thrilled with the location and the view of Tuscany. The service of the staff was 6 stars plus. We have only stayed in 5 star hotels - but the service here beats them all. Thank you again! From the both with the too low BMW 😉 …
614,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"We just returned from our amazing trip in Cortona. This hotel, staff, food, spa, amenities were outstanding in our opinion. We had exceptional service from our arrival to our departure. Everyone made us feel at home, including but limited …"
615,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"My partner and I had an exceptional stay at the Monastero di Cortona. Upon arrival, we were greeted with the kindest, most professional reception. The lobby itself is a work of art and beautifully decorated with an ornate crystal chandelier …"
616,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Monastero di Cortona Hotel and Spa is exceptional. We could not fault it. The location, the views, the spaces, the room, the staff, the service, the food and the minute care for every need (real & imagined) is impressive. Luciano, Claudio, …"
617,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"And I thought The Tuscanian Hotel in Lucca was out best hotel. That was a great hotel, this is an elite hotel. 5 stars for location, staff, room, restaurant and price. We will be back!!!"
618,Italy,Monastero di Cortona Hotel & Spa,4,Google Reviews,"Great hotel, great staff, very attentive and knowledgeable on the area. Knocking it down to four out of five stars solely because for a hotel of this caliber (and price point) the bathrooms should be larger, better equipped, with better …"
619,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"I had the pleasure of staying at this beautiful hotel and from the moment I walked through the doors the service was welcoming, knowledgeable, considerate and professional. The decor & fitout is of a high standard, understated & elegant. I …"
620,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Our stay at the  Monastero di Cortona was absolutely perfect! A 5 star experience! It all started with our welcome greetings, lovely note in our room, to the delicious breakfast served outside if you wished (on crisp linens, no lousy buffet …"
621,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Spectacular. The staff, room, food and ambience- perfection. The staff in particular were just superb and went to the ends of the earth for us."
622,Italy,Monastero di Cortona Hotel & Spa,1,Google Reviews,"This place is run by complete criminals, sociopaths, and flat out crooks. Our much-anticipated trip to Italy was booked for May 2020, which ended being in the middle of a national crisis in Italy due to the Coronavirus pandemic. While we …"
623,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"This is a  fantastic  hotel with wonderful history and atmosphere. There is a  sense of calm and quiet everywhere . Our room was airy and spacious  with great high ceilings , a legacy of its days as a monastery. The outdoor pool area and …"
624,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Stop shopping around for unique hotels in Tuscany… this is it!  This hotel made me want to start a travel blog… I didn’t start one, but I thought about it 🤣. It was the most amazing experience. From Julia at the front desk to Andrea the …"
625,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Our stay at Monastero di cortona could not have been much better. The staff is over the top kind. The whole property is beautiful, perched atop the hilly village on the hill/mountain. The breakfasts were wonderful, everything and anything …"
626,Italy,Monastero di Cortona Hotel & Spa,1,Google Reviews,Terrible service. Not accommodating what so ever. Almost made my family miss my wedding as the hotel did not set up driving services appropriately as instructed. …
627,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Husband and I stayed here in September 2019, and I still think about the time we had here. Can't believe it's a 4-star hotel, because it was by far better than any other 5-stars I've stayed at before. Miss this place so much. The bedroom …"
628,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Cortona is already a great base ti visit surroundings across Tuscany and Umbria but this hotel is simply overwhelming in terms of location and origins.
A monastery that has been converted in an hotel with works having required …"
629,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"I can not recommend this hotel highly enough. The building itself - an old monastery - is stunning and our room had everything you could hope for, all done tastefully. The bed was the most comfortable I have ever slept in. The staff are …"
630,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,A truly amazing place to stay ... beautiful hotel with gorgeous rooms & a wonderful spa. Our junior suite was so comfortable and elegant with an incredible view. The breakfast was delicious and was of a very good value. Every single member …
631,Italy,Monastero di Cortona Hotel & Spa,3,Google Reviews,"The place is gorgeous and the town of Cortona is so charming the only reason I didn’t give a four-star review is because the spa portion is lacking we got massages and the ladies who gave us a massage, it felt like they were just rubbing …"
632,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"My husband and I were so sad to leave. This is truly the best hotel ever!! We were in love with our Junior Suite room. The view from the room was amazing. The shower had chromotherapy lights, which was fun to experience. The sauna & spa is …"
633,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"We spent 3 nights here as part of a honeymoon tour around Italy. Having never been to Cortona before, we were blown away by the daylight views as well as the sunsets from our hotel room which very well appointed and extremely tastefully …"
634,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,We had stayed here a while back just after the renovations and had the most incredible time. From the moment we walked in and even before the staff were so wonderful and helpful; the service was phenomenal! As we had arrived quite late into …
635,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Beautiful property in a magical city. Extremely clean, well cared for and well equipped rooms provide for a lovely stay. Attentive and professional staff. The beds are SO comfortable it’s almost difficult to leave the room. Had a relaxing …"
636,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"This hotel just opened April 2019.  We visited a few weeks after opening and it was the best hotel experience we've ever had!  The service level is above and beyond. The hotel is simply stunning, the rooms are large and beautiful, very …"
637,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,Don’t let the few reviews make you pass by - this place is BRAND NEW.  My wife and I visited Cortona on our honeymoon and our stay at Monasterio di Cortona was excellent.  The reception staff Claudia and Carolina were so friendly and …
638,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Five stars is not enough to describe the experience at this hotel. The monasterio is ranked as a 4star, but there is nothing but 5star service, infrastructure, location, and amenities. The site has been fully renovated and everything single …"
639,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"My husband and I recently stayed at the Monastero for our honeymoon. We couldn't have been happier with the experience. It was the relaxed environment we craved, with the most luxurious of touches. Our room was spacious, well kept and state …"
640,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"A monastery converted to a hotel combined with modernity in a medieval village in Tuscany should tell you all about it!
The staff is wonderful especially Raimondo fulfilled every wish and answered …"
641,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"This hotel and spa is absolutely excellent. The staff are extremely accommodating, the spa is exquisite, the grounds and views are beautiful. The buffet breakfast was amazing. We really loved it here and plan on returning as soon as we can."
642,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"We went to the spa, and it was the best experience.  The staff was fantastic and the underground pool was incredible.  I will be going back soon."
643,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,Some of the friendliest staff we met in Italy!
644,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"This hotel is amazing! One of my best hotel experiences.

The hotel itself is unique being an old monastery with extraordinary views, room …"
645,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Definitely the place to stay. Susan and Stephano were so helpful and the surrounds, room and breakfast were top quality. Thank you to all the team for helping us, and looking after us."
646,Italy,Monastero di Cortona Hotel & Spa,4,Google Reviews,beautiful location with really elegant rooms. Very kind staff and fantastic breakfast
647,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Very nice hotel, very new . Good service and wonderful staff!"
648,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Great experience, I recommend this hotel to whoever is visiting Cortona!"
649,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Extraordinary, excellent, amazing!"
650,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,Elegant hotel in an absolutely fabulous town.  Super helpful and friendly staff.
651,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Amazing hotel, very friendly staff and excellent rooms."
652,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,This is an extraordinary hotel. Amazing service and facilities!!?
653,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,Excellent!!
654,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,Impeccable service in beautiful hotel
655,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,Absolutely outstanding in every way
656,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,Faboulous!!!
657,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,
658,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"We had the pleasure of visiting the Cortona Monastery for one night, seeking an escape from the city tram. …"
659,Italy,Monastero di Cortona Hotel & Spa,1,Google Reviews,"The price of the room hides some additions, which elsewhere even suburban hovels now offer as standard; heating the room in winter requires a daily outlay of 5 euros, and the same amount in summer for the air conditioning. The daily …"
660,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Beautiful experience thanks to the extremely courteous staff attentive to customer needs, especially Julia. The excellent breakfast, the cleanliness of the rooms, the welcome and the beauty of the hotel made this mini holiday unforgettable. Super recommended!"
661,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"We were there for a long weekend, I must say that the choice could not have been better, lovely place, well organized, clean and spacious rooms, beautiful spa with lovely and romantic indoor pool, truly recommended."
662,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Staying at the Cortona Monastery was wonderful.
The environments, the rooms with attention to every detail, the SPA with its relaxation areas... there is everything you need for a truly enchanting stay. …"
663,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"We stayed at the Monastero di Cortona Hotel&Spa for three days at the end of July and we couldn't have imagined a better stay!
The beautiful structure is equipped with internal parking and, thanks to its …"
664,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"We can define the stay at the Monastery of Cortona as a truly enchanting experience.
Overlooking a romantic valley, the structure has a very elegant charm, meeting …"
665,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Enchanting place, immersed in total tranquility (noise both inside and outside the hotel is zero). The staff is very courteous and attentive to all customer needs. The brunches available at the bar are all very good and the spa offers …"
666,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Couple trip at the end of September 2021
We stayed in this wonderful Hotel/Monastery during some stops in Tuscany for our honeymoon. We were welcomed with a smile and pampered in every way. In the …"
667,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"The structure is spectacular. The staff is very attentive and always available.
The spa is very nice, but doesn't offer who knows how many services. The superior rooms are tastefully furnished. Excellent. Garage service, convenient and attached to the hotel entrance."
668,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"We stayed at the Monastero di Cortona for our wedding anniversary and everything was perfect. Starting from the service upon our arrival, to the perfect cleanliness of the room and the attention to every little detail. The friendliness of …"
669,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,A very beautiful hotel with a splendid view over the roofs of Cortona and the Val di Chiana. In this former convent reigns the calm of a distant era. The delicious breakfast is a moment spent in paradise in a beautiful garden and with attentive staff.
670,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"3 days at 5 stars Wonderful hotel, where as soon as you enter the entrance, you immediately feel pampered, very kind, smiling and prepared staff (all of them)... the Spa is a jewel... Super breakfast... Excellent restaurant... see you soon Ilenia&Alessandro Fabiani"
671,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"A surprise in a beautiful place where time has stopped both inside and outside the hotel, service and above all kindness everywhere (things from times gone by where a simple smile changes the day and the holiday)... EXCELLENT RATING TO TRY.. ."
672,Italy,Monastero di Cortona Hotel & Spa,1,Google Reviews,"Tuscany (not) under the sun
The breakfast was fine. It is not allowed to put your chair in the sun by the pool, despite the fact that this can be seen on photos from their site and also on …"
673,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"4 stars more than deserved.
Charming structure, with attention to every detail and in every environment.
Spacious room, finely furnished and equipped with every comfort, emotional …"
674,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"The best holiday I've ever had. A wonderful place where you are welcomed and pampered in your every need.... Where you find everything right.. Everything perfect... Where the staff is ""your guardian angel""... Always ready for your every …"
675,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,More or less a wonderful insider tip! A former monastery converted into a magnificent luxury hotel. Only officially opened this year after a two-month trial period last year. The rooms are lovingly furnished with a large rain shower and …
676,Italy,Monastero di Cortona Hotel & Spa,4,Google Reviews,Nothing to say... a lot of attention to the customer... very nice spa and above all reserved just for us... a really excellent light lunch with local products and a delicious limoncello spritz... the only two flaws: small room and location a little uncomfortable..
677,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"Lovely place, kind and attentive staff in an evocative setting. The structure is beautiful and restored in order to fully enhance its past. The swimming pool with hydromassage created from an ancient Roman cistern is worth the stay alone."
678,Italy,Monastero di Cortona Hotel & Spa,5,Google Reviews,"First-class structure, with attention to the smallest details, both from a structural point of view and from that of welcoming the guest. The staff is efficient and competent, each for the tasks performed. The front desk is the business …"
679,Portugal,Corpo Santo Lisbon Historical Hotel,5,Tripadvisor,"Review from my wife:

Nice hotel, nice staff. They serve all day food including snacks, ice cream, bread, desserts and so on for free. Don’t miss the midnight snack, enjoy your time chatting with guests from all over the world. 

There are relics in the basement. You can join the free walking tour in the morning, in which the hotel staff as guide will tell you stories about the history of Lisbon. I was deeply impressed by my guide Miguel, a very nice young man who introduced in details about the historical spots to us the guests, and answered us questions patiently as well . The Christmas tour by Nuno in the evening also gave me a better understanding of the city. 

The breakfast at the Hotel restaurant is super nice, really excellent service and good quality food. A girl called Joana Pinto is very nice and helpful. I feel very delighted dining in the restaurant. The staff care about your feelings and experience. 

And I also want to extend my thanks to the girl called Ling Pan at the reception, she’s really kind and professional. Paulo at the lobby is always smiling and ready to help.The lobby is not very big, but it’s cozy and the stay here is really enjoyable.

Me and my husband had free massage by Anna Bella and Lena, very relaxing and comfortable. 

Comment from myself:
I have stayed in many hotels in Lisbon. This one is top on my list. 
Gabriel from Porter Bistro recognized me right away after two years from my last stay. "
680,Portugal,Corpo Santo Lisbon Historical Hotel,5,Tripadvisor,"This will be the easiest hotel review I've ever written because this was the best hotel I've ever stayed in.  Our daughter was married in Lisbon in Nov. 2023. My wife and I stayed at Corpo Santo for 7 nights and 5 other family members also stayed for numerous nights in separate rooms. Every one of us had the same exceptional experience.
Let me first observe that I probably interacted with at least 30 different employees during our stay, including people from the front desk, doorman, concierge's desk, housekeeping, restaurant/bar, and spa. I have never experienced a business of any kind where 50% of the employees had a smile on their face and were so extraordinarily friendly and responsive to our needs AT ALL TIMES.  This is a tribute first and foremost to the employees, but also to management of this hotel.
The exceptional treatment that we received started with our checkin with Reginaldo at the front desk.  He was welcoming, friendly, and placed us in a beautiful room on the second floor.  We were lucky to deal with Reginaldo throughout our stay. We were demanding guests because of the number of people we had staying at the hotel and because of issues that came up that we had to respond to for the wedding (unrelated to the hotel).  Reginaldo and the other front desk employees always addressed our needs in a top notch fashion. He is a first rate employee--so responsive to our needs and always with a big smile on his face. 
We dealt with numerous other front desk employees and they were all exceptional. Joanne (and I may have her name wrong) was of great assistance to my wife in arranging dining reservations for large groups.
Bashad (again, I may have the spelling wrong) and others at the front door were also so friendly and always asked how we were doing and if there was anything they could do for us.
The food and service in the restaurant were excellent. We ate at numerous restaurants in Lisbon. Most were excellent. The food at the hotel restaurant was every bit as good or better than the other restaurants. The employees were very friendly and efficient. They even prepared, at the very last minute late one evening, about two dozen pastries for us that we needed for an unanticipated event. 
The hotel offers two free walking tours a day.  We took them both. Nuno Ricardo Pereira and Ana Garcia were our tour leaders and they were outstanding. The information they provided us made the remainder of our trip more meaningful.
One last point about our room.  In addition to being beautiful and comfortable, my wife observed that it was the quietest hotel room she had ever stayed in. Numerous other family members made the same comment about their rooms. 
This hotel's location is right in the middle of a beautiful part of the city and is close to wonderful shops and restaurants. 
So, I highly recommend this hotel. You will leave with many wonderful memories, starting with the exceptional employees who work there."
681,Portugal,Corpo Santo Lisbon Historical Hotel,5,Tripadvisor,"Best five star hotel I’ve stayed at, but the price is extremely affordable for a five star. Staff are friendly and helpful, rooms spacious and homey, and so so so much complimentary goods and services! Tour of the room with shower sound system, welcome basket with champagne and chocolate covered strawberries, 20min free massage, 24-hour snacks and ice cream in the lobby, two daily free walking tours of the city, complimentary mini bar, and even a pillow menu! Also stumbled upon the historical site in the basement of the hotel, it was very interesting. Will definitely come back."
682,Portugal,Corpo Santo Lisbon Historical Hotel,5,Tripadvisor,"It was clear to me the hotel staff wanted us to enjoy our visit from the first moment we walked into the Hotel. My wife and I were in Lisbon for our 33rd wedding anniversary. We only had three days to stay.  Our flight arrived at about 6:30 AM, and HOTEL CHECK-IN IS 3:00 PM. After all the airport stuff, we arrived at the hotel around  8:30 am. When we entered the door, a young staff member welcomed us to the hotel. There was no alarm in her voice. She was relaxed and genuinely greeted us. After getting our credentials, she allowed us to enjoy any of the many comfort foods that were in the lobby. She and her supervisor told us they would do everything possible to get us into a room ASAP.  The staff showed us the downstairs living room, which was very comfortable. There are many foods and drinks to enjoy while you wait. 
We could have eaten breakfast, but we were too excited to walk around.  In hindsight, we should have eaten. The food in this hotel is crazy good!!  I got a real surprise. Friday, December 8th, is our anniversary. I booked an 8:00 PM dinner at this five-Star restaurant in Lisbon.  I told my wife we had to find it, so on Thursday morning, we went out in the area looking for this restaurant. The Hotel manager provided us with two umbrellas without us having to ask. We walked around and returned to the hotel. It was raining hard. As I approached the hotel, I saw the restaurant's name above the door.  The five-star restaurant on Trip Advisor is in the Corpo Santa Hotel.  Porter Bistro!!  The food is Five-star, but the price is not!! Very affordable!  Diego was my food expert! He recommended me the most delicious lamb chops I have ever eaten. Thank you, my friend. We got in our room at about 1:45 PM. 
The manager apologized for our having to wait several times. But the best thing about our stay was the same young lady who checked us in also showed us to our room. She told us that they wanted us to enjoy everything about our stay and in our room. Then she said everything in this room is free for you to use!! Enjoy it!  Do you know how many expensive hotels I've stayed in, and if you drank a soda or ate a bag of nuts, there was an extra $5 charge on the bill?!  The room was perfect, with iron, board soaps, robes, etc. It's all there for you to use at no extra charge.  The shower has disco lights for you to enjoy😜🤪♥️❤️🔥 The hotel is a 5min walk from downtown, and the trains and subway are across the street. The famous food market you see on YouTube is a 7-minute walk away. Pink Street is 3 minute's walk away. This hotel is in the middle of it all. I think it's the best of all!!"
